"INCITS","County or equivalent","State or district","Pop Rank","2013 Pop","Core Based Statistical Area","Combined Statistical Area"
"37071","Gaston County","North Carolina","303","209,420","Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37073","Gates County","North Carolina","2316","11,650","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"37075","Graham County","North Carolina","2544","8,736","",""
"37077","Granville County","North Carolina","882","58,275","Oxford, NC Micropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37079","Greene County","North Carolina","1767","21,232","",""
"37081","Guilford County","North Carolina","130","506,610","Greensboro-High Point, NC Metropolitan Statistical Area","Greensboro–Winston-Salem–High Point, NC Combined Statistical Area"
"37083","Halifax County","North Carolina","934","53,453","Roanoke Rapids, NC Micropolitan Statistical Area","Rocky Mount-Wilson-Roanoke Rapids, NC Combined Statistical Area"
"37085","Harnett County","North Carolina","494","124,987","Dunn, NC Micropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37087","Haywood County","North Carolina","876","59,183","Asheville, NC Metropolitan Statistical Area","Asheville-Brevard, NC Combined Statistical Area"
"37089","Henderson County","North Carolina","544","109,540","Asheville, NC Metropolitan Statistical Area","Asheville-Brevard, NC Combined Statistical Area"
"37091","Hertford County","North Carolina","1626","24,431","",""
"37093","Hoke County","North Carolina","966","51,322","Fayetteville, NC Metropolitan Statistical Area","Fayetteville-Lumberton-Laurinburg, NC Combined Statistical Area"
"37095","Hyde County","North Carolina","2786","5,721","",""
"37097","Iredell County","North Carolina","384","164,517","Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37099","Jackson County","North Carolina","1155","40,919","Cullowhee, NC Micropolitan Statistical Area",""
"37101","Johnston County","North Carolina","357","177,967","Raleigh, NC Metropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37103","Jones County","North Carolina","2421","10,215","New Bern, NC Metropolitan Statistical Area","New Bern-Morehead City, NC Combined Statistical Area"
"37105","Lee County","North Carolina","862","60,266","Sanford, NC Micropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37107","Lenoir County","North Carolina","878","58,914","Kinston, NC Micropolitan Statistical Area",""
"37109","Lincoln County","North Carolina","693","79,740","Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37111","McDowell County","North Carolina","1068","44,961","Marion, NC Micropolitan Statistical Area","Hickory-Lenoir, NC Combined Statistical Area"
"37113","Macon County","North Carolina","1332","33,857","",""
"37115","Madison County","North Carolina","1776","21,022","Asheville, NC Metropolitan Statistical Area","Asheville-Brevard, NC Combined Statistical Area"
"37117","Martin County","North Carolina","1655","23,699","",""
"37119","Mecklenburg County","North Carolina","43","990,977","Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37121","Mitchell County","North Carolina","2084","15,328","",""
"37123","Montgomery County","North Carolina","1512","27,571","",""
"37125","Moore County","North Carolina","632","91,587","Pinehurst-Southern Pines, NC Micropolitan Statistical Area",""
"37127","Nash County","North Carolina","614","95,093","Rocky Mount, NC Metropolitan Statistical Area","Rocky Mount-Wilson-Roanoke Rapids, NC Combined Statistical Area"
"37129","New Hanover County","North Carolina","299","213,267","Wilmington, NC Metropolitan Statistical Area",""
"37131","Northampton County","North Carolina","1790","20,839","Roanoke Rapids, NC Micropolitan Statistical Area","Rocky Mount-Wilson-Roanoke Rapids, NC Combined Statistical Area"
"37133","Onslow County","North Carolina","343","185,220","Jacksonville, NC Metropolitan Statistical Area",""
"37135","Orange County","North Carolina","449","140,352","Durham-Chapel Hill, NC Metropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37137","Pamlico County","North Carolina","2239","12,953","New Bern, NC Metropolitan Statistical Area","New Bern-Morehead City, NC Combined Statistical Area"
"37139","Pasquotank County","North Carolina","1171","39,981","Elizabeth City, NC Micropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"37141","Pender County","North Carolina","910","55,334","Wilmington, NC Metropolitan Statistical Area",""
"37143","Perquimans County","North Carolina","2200","13,601","Elizabeth City, NC Micropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"37145","Person County","North Carolina","1189","39,276","Durham-Chapel Hill, NC Metropolitan Statistical Area","Raleigh-Durham-Chapel Hill, NC Combined Statistical Area"
"37147","Pitt County","North Carolina","364","174,263","Greenville, NC Metropolitan Statistical Area","Greenville-Washington, NC Combined Statistical Area"
"37149","Polk County","North Carolina","1816","20,411","",""
"37151","Randolph County","North Carolina","444","142,577","Greensboro-High Point, NC Metropolitan Statistical Area","Greensboro–Winston-Salem–High Point, NC Combined Statistical Area"
"37153","Richmond County","North Carolina","1040","46,405","Rockingham, NC Micropolitan Statistical Area",""
"37155","Robeson County","North Carolina","468","134,841","Lumberton, NC Micropolitan Statistical Area","Fayetteville-Lumberton-Laurinburg, NC Combined Statistical Area"
"37157","Rockingham County","North Carolina","630","91,878","Greensboro-High Point, NC Metropolitan Statistical Area","Greensboro–Winston-Salem–High Point, NC Combined Statistical Area"
"37159","Rowan County","North Carolina","454","138,323","Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37161","Rutherford County","North Carolina","790","66,956","Forest City, NC Micropolitan Statistical Area",""
"37163","Sampson County","North Carolina","818","64,150","",""
"37165","Scotland County","North Carolina","1275","36,025","Laurinburg, NC Micropolitan Statistical Area","Fayetteville-Lumberton-Laurinburg, NC Combined Statistical Area"
"37167","Stanly County","North Carolina","857","60,635","Albemarle, NC Micropolitan Statistical Area","Charlotte-Concord, NC-SC Combined Statistical Area"
"37169","Stokes County","North Carolina","1035","46,588","Winston-Salem, NC Metropolitan Statistical Area","Greensboro–Winston-Salem–High Point, NC Combined Statistical Area"
"37171","Surry County","North Carolina","744","73,050","Mount Airy, NC Micropolitan Statistical Area","Greensboro–Winston-Salem–High Point, NC Combined Statistical Area"
"37173","Swain County","North Carolina","2168","14,058","",""
